date,energy_kwh,reactive_kvarh,load_index,active_hours,mean_pf,weekend
2018-12-10,2475.66,1113.16,1.8333333333333333,14.0,87.77020833333334,0.0
2018-12-11,3202.05,1565.47,1.8333333333333333,14.0,85.86541666666666,0.0
2018-12-12,3276.02,1413.02,1.8333333333333333,14.0,87.32604166666665,0.0
2018-12-13,3307.45,1312.35,1.8333333333333333,14.0,89.83697916666667,0.0
2018-12-14,4129.66,1788.31,1.8333333333333333,14.0,88.78270833333333,0.0
2018-12-15,361.12,141.12,1.0,0.0,89.50770833333333,1.0
2018-12-16,2014.66,877.27,1.8333333333333333,14.0,87.99072916666667,1.0
2018-12-17,2209.12,883.77,1.8333333333333333,14.0,88.06885416666667,0.0
2018-12-18,3078.96,1389.84,1.8333333333333333,14.0,88.48822916666667,0.0
2018-12-19,3456.95,1562.79,1.8333333333333333,14.0,88.79239583333333,0.0
2018-12-20,2512.3,1150.34,1.8333333333333333,14.0,89.47291666666666,0.0
2018-12-21,2297.7000000000003,968.17,1.8333333333333333,14.0,89.12989583333332,0.0
2018-12-22,364.13,115.62,1.0,0.0,91.286875,1.0
2018-12-23,368.43,126.75,1.0,0.0,90.48010416666666,1.0
2018-12-24,1940.26,655.6800000000001,1.8333333333333333,14.0,90.36156249999999,0.0
2018-12-25,350.5,118.19,1.0,0.0,90.73281250000001,0.0
2018-12-26,2006.84,772.29,1.8333333333333333,14.0,88.93770833333333,0.0
2018-12-27,2613.87,891.96,1.8333333333333333,14.0,89.655625,0.0
2018-12-28,1838.58,599.51,1.8333333333333333,14.0,91.9315625,0.0
2018-12-29,377.42,120.04,1.0,0.0,90.27541666666667,1.0
2018-12-30,339.2,120.72,1.0,0.0,89.84520833333333,1.0
2018-12-31,339.08,114.42,1.0,0.0,90.80822916666666,0.0
